_id,accepted_answer_id,answer_count,comment_count,creation_date,favorite_count,id,last_activity_date,last_editor_user_id,owner_user_id,post_type_id,score,tags,title,view_count
614ca7916378ff93c07f372b,55215,3,0,2008-09-10T20:14:07.983Z,2,55206,2019-06-17T16:54:19.887Z,63550,5472,1,16,vb6,What is the operator precedence order in Visual Basic 6.0?,12534
614ca7916378ff93c07f372c,NaN,4,1,2009-01-22T17:08:47.467Z,5,469993,2010-11-23T11:34:19.533Z,5472,5472,1,8,windbg|deadlock|handle,How do I find the handle owner from a hang dump using windbg?,20855
614ca7916378ff93c07f372d,320442,5,0,2008-11-25T10:10:05.143Z,1,316894,2009-05-19T20:05:09.220Z,5472,5472,1,2,.net|windbg|deadlock|readerwriterlock,How do I find the lockholder (reader) of my ReaderWriterLock in windbg,2359
614ca7916378ff93c07f372e,144173,5,0,2008-09-27T18:01:48.903Z,3,144151,2015-02-23T19:17:47.170Z,3204551,5472,1,8,excel,How do I prevent Excel from rendering the spreadsheet as my macro calculates it?,4740
614ca7916378ff93c07f372f,693189,5,1,2009-03-28T17:38:32.427Z,7,693180,2014-02-24T06:43:11.380Z,5472,5472,1,13,c#|.net|linq,How do I pass a Linq query to a method?,23977
614ca7916378ff93c07f3730,NaN,6,0,2008-10-30T16:26:38.537Z,4,250818,2018-06-06T16:19:03.267Z,1563422,5472,1,10,stored-procedures|sap-ase,Find Sybase stored procedure in db given a text string that appears in the proc,57411
614ca7916378ff93c07f3731,268659,12,0,2008-11-06T13:16:41.940Z,9,268648,2020-08-07T19:33:39.550Z,2756409,5472,1,33,vbscript|sorting,How do I sort arrays using vbscript?,119105
614ca7916378ff93c07f3732,6517417,1,0,2011-06-29T06:30:04.667Z,NaN,6516551,2011-06-29T07:56:12.577Z,NaN,5472,1,0,infragistics|xamdatagrid,Sorting an XamDataGrid by multiple columns,2466
614ca7916378ff93c07f3733,NaN,1,1,2011-08-29T05:58:58.260Z,NaN,7226626,2011-09-08T09:03:07.407Z,5472,5472,1,1,.net|asynchronous|unity-container,How to configure Unity for asynch initialization of types / modules,719
614ca7916378ff93c07f3734,1623587,1,0,2009-10-22T12:34:22.950Z,NaN,1606903,2009-10-26T08:05:02.083Z,5472,5472,1,3,.net|controls|windbg|visible,How to tell if a .Net control is visible using windbg,286
614ca7916378ff93c07f3735,1434515,2,0,2009-09-16T17:22:59.207Z,NaN,1434355,2009-09-16T17:50:08.013Z,5472,5472,1,0,.net|unmanaged|windbg,How do I tell what an UnsafeNativeMethods.DispatchMessageA call is doing using windbg?,833
614ca7916378ff93c07f3736,1978126,3,0,2009-12-29T18:03:25.990Z,3,1975966,2012-01-27T10:46:04.780Z,NaN,5472,1,3,wpf|label|triggers,How do I trigger an animation when a label changes value in WPF?,7097
614ca7916378ff93c07f3737,11857592,2,0,2012-02-27T11:33:16.673Z,NaN,9464313,2013-09-26T16:16:50.573Z,NaN,5559,1,1,wcf|silverlight-5.0|pollingduplexhttpbinding,"PollingDuplexHttpBinding and DuplexChannelFactory - 'ContractFilter mismatch at the EndpointDispatcher'",1346
614ca7916378ff93c07f3738,5979070,1,4,2011-05-12T11:39:13.697Z,NaN,5977367,2011-05-12T13:54:09.843Z,NaN,5559,1,3,.net|synchronization|scalability|microsoft-sync-framework,How well does Sync Framework 4 scale?,949
614ca7916378ff93c07f3739,6322231,1,3,2011-06-12T13:17:10.140Z,NaN,6322149,2011-06-12T13:35:07.407Z,NaN,5559,1,4,algorithm|datetime,A ridiculously complicated business days/hours/minutes sla calculation to figure out,2194
614ca7916378ff93c07f373a,45171226,1,0,2017-07-18T15:11:04.327Z,NaN,45170724,2017-07-18T15:31:25.437Z,NaN,5559,1,0,html|elm,Elm Html and view : Model -> Html Msg,776
614ca7916378ff93c07f373b,45165967,1,0,2017-07-18T11:47:04.940Z,NaN,45165911,2017-07-18T11:50:13.457Z,NaN,5559,1,0,functional-programming|elm,"Can't 'cons' an Elm list",77
614ca7916378ff93c07f373c,NaN,0,2,2017-02-10T19:36:36.067Z,0,42167351,2017-02-10T19:36:36.067Z,NaN,5559,1,0,c#-6.0,Does C# 6 make it possible to imply type inference (not explicitly use the var keyword)?,38
614ca7916378ff93c07f373d,5262916,1,2,2011-03-10T15:59:20.057Z,1,5262256,2011-03-10T16:46:05.353Z,NaN,5559,1,1,c#|.net|silverlight|silverlight-oob|elevated-privileges,"Can't get My Documents path in Silverlight 4.0",995
614ca7916378ff93c07f373e,30155838,3,0,2015-05-10T18:45:11.207Z,NaN,30155302,2015-05-10T19:36:09.147Z,NaN,5559,1,2,inheritance|f#|recordtype,Creating an F# record type with a constant value,615
614ca7916378ff93c07f373f,7983658,1,0,2011-11-02T15:26:04.420Z,2,7982893,2013-07-30T15:42:54.390Z,-1,5559,1,11,dependency-injection|inversion-of-control|ninject-2,Injecting multiple constructor parameters of the same type with Ninject 2.0,4151
614ca7916378ff93c07f3740,23796911,5,4,2014-05-21T22:30:43.317Z,7,23794948,2017-11-28T15:37:58.210Z,247702,5559,1,73,c#|compiler-construction|enums,Why does the C# compiler allow empty enums?,4832
614ca7916378ff93c07f3741,NaN,1,3,2017-01-21T15:17:49.857Z,NaN,41780995,2017-01-22T21:09:16.810Z,NaN,5559,1,0,jenkins|continuous-integration|chef-infra|octopus-deploy|terraform,"What is a good solution for keeping variables in sync - Terraform, Chef, Jenkins, Octopus Deploy",167
614ca7916378ff93c07f3742,28818081,5,6,2013-10-14T15:32:20.347Z,39,19363809,2019-10-24T18:29:54.800Z,5559,5559,1,79,asp.net-mvc|asp.net-mvc-5|claims,MVC5 Claims version of the Authorize attribute,52433
614ca7916378ff93c07f3743,NaN,4,0,2013-08-06T12:20:00.153Z,1,18079998,2019-10-29T11:52:50.097Z,5559,5559,1,0,scrum|estimation,Undercomittment in Scrum,380
614ca7916378ff93c07f3744,NaN,2,1,2015-06-05T13:38:25.497Z,NaN,30668002,2015-06-06T07:12:29.213Z,636019,5559,1,3,f#|stress-testing|f#-data,FSharp.Data Http Utilities - Is it possible to not require a response?,451
614ca7916378ff93c07f3745,37394925,1,0,2016-05-23T14:32:20.550Z,NaN,37393802,2016-05-23T15:27:24.210Z,NaN,5559,1,2,f#|fsharpchart,"F# Charting - Column chart doesn't label all column names when there are more than 9 columns",158
614ca7916378ff93c07f3746,48716826,1,5,2018-02-09T17:35:50.610Z,NaN,48711258,2018-02-10T03:10:37.563Z,162698,5559,1,0,css|flexbox|css-transforms|css-grid,Rotate all child elements but still fit to parent element,157
614ca7916378ff93c07f3747,NaN,0,4,2010-09-28T19:25:23.253Z,NaN,3816309,2011-12-03T06:02:58.503Z,5559,5559,1,1,c#|wpf|interop|resize|attachedbehaviors,"WPF - Resizing chromeless windows using attached behaviors,..Any suggestions?",895
614ca7916378ff93c07f3748,3285923,1,2,2010-07-16T09:07:22.703Z,NaN,3263392,2010-07-19T23:29:47.853Z,NaN,5559,1,0,wcf|asp.net-membership|membership-provider,Validating ASP.Net Custom MembershipUser over WCF Causing Unsolicited Service Calls?,300
614ca7916378ff93c07f3749,3556531,1,0,2010-08-24T12:08:16.017Z,1,3556228,2010-12-03T10:32:33.640Z,NaN,5559,1,1,wcf|log4net|event-log|log4net-configuration,Why is Log4Net ignoring my logName?,815
614ca7916378ff93c07f374a,3656222,1,0,2010-08-31T21:13:14.727Z,1,3613271,2010-09-07T06:26:29.080Z,NaN,5559,1,1,wpf|mvvm|workflow|unity-container|prism,Can someone suggest a good workflow for working with WPF and PRISM?,351
614ca7916378ff93c07f374b,3654154,1,1,2010-09-06T10:35:47.690Z,NaN,3650784,2010-09-06T20:33:08.883Z,5559,5559,1,1,wpf|clickonce|xbap|full-trust,Has .Net 4 ClickOnce made full trust XBAPs viable?,667
614ca7916378ff93c07f374c,3727924,1,0,2010-09-16T10:49:09.457Z,NaN,3725897,2010-09-16T14:57:19.870Z,5559,5559,1,1,dependency-injection|unity-container|ioc-container|primitive-types,Unity IoC and registering primitive types,567
614ca7916378ff93c07f374d,4050698,1,0,2010-10-29T09:36:01.393Z,NaN,4050651,2010-10-29T09:43:13.703Z,NaN,5559,1,1,visual-studio-2010|c#-4.0|alias,Odd bug in C#4 compiler? Alias namespaces getting mixed up,103
614ca7916378ff93c07f374e,3476862,1,0,2010-08-13T12:32:31.397Z,1,3476798,2011-09-27T23:57:27.917Z,NaN,5559,1,2,wpf|command|hyperlink,"Launch a desktop application and Issue commands from a custom hyperlink,..difficult?",118
614ca7916378ff93c07f374f,3345936,4,0,2010-07-23T10:52:33.777Z,5,3317463,2010-08-01T09:06:38.190Z,NaN,5559,1,11,wpf|silverlight|design-patterns,What are the main friction points when moving from WPF to Silverlight and how do you fill the gaps in functionality?,314
614ca7916378ff93c07f3750,3608861,5,0,2010-08-31T12:05:14.287Z,0,3608807,2010-09-02T16:03:40.220Z,NaN,5559,1,4,wcf|controller|soa|use-case,WCF service contract design. Is a use case controller appropriate?,345
614ca7916378ff93c07f3751,NaN,0,0,2011-09-27T12:20:40.893Z,NaN,7568998,2011-09-27T12:20:40.893Z,NaN,5559,1,2,wcf|asynchronous|wcf-client,"WCF Async Service Proxy. Does 'EndXXX' close the connection?",333
614ca7916378ff93c07f3752,7710558,1,0,2011-08-27T11:29:42.953Z,NaN,7214235,2011-10-10T09:04:11.657Z,5559,5559,1,0,silverlight|mvvm|mvvm-light|dataform|eventtocommand,MVVM Light EventToCommand and Silverlight DataForm - I need the EventArgs and a custom CommandParameter. Possible?,695
614ca7916378ff93c07f3753,NaN,1,0,2011-08-27T14:04:02.350Z,NaN,7215026,2011-08-27T15:20:27.600Z,NaN,5559,1,0,silverlight|dataform|ieditableobject,"Silverlight DataForm, MVVM, IEditable object and custom EditTemplate. How to go about custom dirty state checking",565
614ca7916378ff93c07f3754,7686111,1,0,2011-10-07T10:08:43.553Z,NaN,7685802,2011-10-07T13:22:01.380Z,NaN,5559,1,0,design-patterns|data-binding|silverlight-4.0|mvvm|liskov-substitution-principle,Is it okay to break LSP for the sake of binding?,78
614ca7916378ff93c07f3755,7927751,2,1,2011-10-06T15:47:21.223Z,1,7676927,2011-10-28T09:57:11.520Z,NaN,5559,1,1,silverlight|silverlight-4.0|silverlight-oob,Silverlight 4 OOB White Screen of Death. Failed to load pre-requisites for the application,1498
614ca7916378ff93c07f3756,3006354,1,0,2010-06-09T13:36:36.323Z,NaN,3006303,2010-06-09T13:42:27.920Z,NaN,5559,1,0,nhibernate|nhibernate-mapping,Nhibernate - Referencing transient objects in disconnected sessions,501
614ca7916378ff93c07f3757,3046021,1,1,2010-06-15T13:26:43.337Z,NaN,3045548,2010-06-15T14:17:32.543Z,NaN,5559,1,2,asp.net|data-binding|command,Asp.Net - Can a LinkButton.CommandArgument be typed?,1450
614ca7916378ff93c07f3758,2767491,7,2,2010-05-04T16:30:37.553Z,7,2767103,2016-01-20T05:08:33.277Z,21234,5559,1,16,design-patterns|soa|anti-patterns,Is Domain Anaemia appropriate in a Service Oriented Architecture?,1068
614ca7916378ff93c07f3759,4395203,1,1,2010-11-18T12:49:06.223Z,NaN,4214902,2010-12-20T05:35:47.120Z,NaN,5559,1,0,silverlight|compiler-construction|expression-blend,Why is Blend building an empty HTML file?,96
614ca7916378ff93c07f375a,4323873,1,2,2010-12-01T10:07:18.347Z,1,4323170,2010-12-01T11:31:25.480Z,NaN,5559,1,0,asp.net|silverlight|gdi+|ihttphandler,"Instantiate a Silverlight control in an HTTP Handler,...Possible?",1053
614ca7916378ff93c07f375b,6690588,1,0,2010-11-18T10:15:43.803Z,NaN,4213699,2011-07-14T08:42:24.757Z,NaN,5559,1,1,silverlight|xaml|expression-blend|styles,"Is there an easy way to remove 'Style' attributes from all elements of a particular type in Xaml?",252
614ca7916378ff93c07f375c,4324787,1,0,2010-12-01T12:58:14.870Z,1,4324588,2010-12-01T13:25:48.697Z,5559,5559,1,2,asp.net|silverlight|xaml|httphandler|pivotviewer,Create dynamic images from WPF User Control inside an HTTP Handler,540
614ca7916378ff93c07f375d,4751629,2,0,2011-01-18T12:25:01.723Z,NaN,4724004,2011-01-20T19:31:50.087Z,NaN,5559,1,3,silverlight|maps|bing-maps,Free Silverlight mapping with Bing maps and OpenStreetMap?,2489
614ca7916378ff93c07f375e,4429134,4,0,2010-12-13T11:02:09.620Z,NaN,4428130,2014-05-20T05:17:32.770Z,5559,5559,1,4,silverlight|dom-manipulation|visual-tree,Silverlight & Visual Tree Manipulation,3236
614ca7916378ff93c07f375f,8540094,1,4,2010-02-10T15:18:08.020Z,1,2237858,2011-12-16T21:01:43.550Z,21234,5559,1,1,methodology|heuristics,Are there any structured methodologies for defining metaphors to simplify complexity in programs,212
614ca7916378ff93c07f3760,1756715,1,2,2009-11-18T15:12:11.097Z,NaN,1756676,2018-03-19T16:15:59.170Z,1033581,5559,1,2,iterator|c#-2.0|yield|group-by,C# 2.0 - Is there any way to do a `GroupBy` with a yielded iterator block?,121
614ca7916378ff93c07f3761,10131623,1,0,2009-10-07T14:42:49.527Z,0,1532087,2012-04-12T20:51:09.207Z,305637,5559,1,3,wpf|triggers|styles|controltemplate|multitrigger,"WPF - MultiTrigger in ControlTemplate, strange behaviour",9783
614ca7916378ff93c07f3762,2228907,1,0,2010-02-09T12:17:27.930Z,0,2228893,2012-09-23T10:02:46.510Z,127880,5559,1,9,.net|debugging|stack-trace|line-numbers,Why do I get no line numbers from a stack trace created from Exceptions?,6899
614ca7916378ff93c07f3763,3060140,2,0,2009-12-18T17:18:10.053Z,NaN,1929585,2014-01-13T20:18:37.753Z,881229,5559,1,0,wpf|attached-properties|attachedbehaviors,WPF - Random hanging with file browser attached behaviour,1201
614ca7916378ff93c07f3764,1465181,2,1,2009-09-23T08:39:13.423Z,1,1464750,2014-06-30T17:30:27.437Z,1449636,5559,1,11,sql|sql-server|recovery,"SQL Server 2005 Database 'In Recovery'",35393
614ca7916378ff93c07f3765,1542782,3,0,2009-10-05T13:35:57.723Z,1,1520119,2017-12-03T02:29:01.037Z,63550,5559,1,4,c#|.net|debugging|winapi,Replicate functionality of DebugView in .NET - Global Win32 debug hooks?,2503
614ca7916378ff93c07f3766,1859094,5,3,2009-12-07T10:15:25.360Z,2,1859078,2009-12-07T11:08:29.273Z,153545,5559,1,4,hardware|bare-metal,How much should the average developer know about the bare metal?,380
614ca7916378ff93c07f3767,2133416,6,0,2010-01-25T14:19:19.730Z,2,2132849,2010-01-25T15:58:42.793Z,5559,5559,1,3,c#|reflection,C# Reflection - Can I check if one method makes a call to another,2154
614ca7916378ff93c07f3768,594456,1,0,2009-02-27T11:52:27.570Z,NaN,594451,2011-09-27T16:31:17.467Z,NaN,5559,1,0,wpf|data-binding|observablecollection,"WPF databinding, replacing the source object",521
614ca7916378ff93c07f3769,655477,1,0,2009-03-17T17:31:53.687Z,0,655265,2009-03-17T18:18:37.647Z,NaN,5559,1,0,wpf|user-controls|encapsulation,WPF - Can I stop UserControl exposing its named child elements?,388
614ca7916378ff93c07f376a,586557,1,1,2009-02-25T15:25:54.953Z,1,586448,2009-02-25T15:46:49.600Z,5640,5559,1,1,wpf|observablecollection,Modifying an ObservableCollection<T> declared as a resource at runtime,403
614ca7916378ff93c07f376b,590639,1,0,2009-02-26T13:48:55.273Z,NaN,590619,2009-02-26T13:59:38.617Z,5559,5559,1,1,wpf|data-binding|observablecollection,WPF Binding to ObjectDataProvider Method and detecting return value dependencies,1261
614ca7916378ff93c07f376c,638472,1,0,2009-03-12T11:51:03.207Z,1,638279,2009-03-12T12:48:45.737Z,NaN,5559,1,1,wpf|datatrigger|layouttransform,WPF - Confusing DataTrigger/DoubleAnimation behaviour,6445
614ca7916378ff93c07f376d,606140,1,0,2009-03-03T11:58:57.023Z,1,606115,2011-09-27T15:19:16.613Z,NaN,5559,1,2,wpf|command,Getting non-UI objects to respond to WPF command bindings,1230
614ca7916378ff93c07f376e,715014,1,1,2009-04-02T09:46:16.233Z,2,709039,2009-04-03T18:01:16.967Z,NaN,5559,1,2,wpf|3d|modelvisual3d|perspectivecamera|fieldofview,"WPF 3D - Fit ModelVisual3D into the camera's field of view?",3559
614ca7916378ff93c07f376f,697614,1,0,2009-03-30T13:08:01.123Z,NaN,697120,2013-04-30T16:24:28.143Z,1439688,5559,1,3,wpf|3d|visualbrush|imagebrush,WPF 3D - Why does my ImageBrush not render?,3266
614ca7916378ff93c07f3770,699067,1,0,2009-03-30T09:16:18.217Z,NaN,696534,2009-05-29T00:00:01.600Z,NaN,5559,1,4,wpf|storyboard,"WPF - Can't stop an animating StoryBoard, IsControllable not working?",6695
614ca7916378ff93c07f3771,1631302,1,0,2009-03-31T09:03:31.033Z,NaN,700681,2012-11-07T18:16:04.500Z,NaN,5559,1,4,.net|wpf|binding|menu,WPF - Binding to a Menu Icon,4398
614ca7916378ff93c07f3772,625779,1,0,2009-03-09T10:41:00.217Z,5,625761,2009-03-09T10:48:41.993Z,NaN,5559,1,8,wpf|listbox|keyboard,WPF Listbox and keyboard navigation,2613
614ca7916378ff93c07f3773,594649,2,1,2009-02-27T12:47:27.393Z,NaN,594610,2011-09-27T16:39:39.953Z,NaN,5559,1,0,wpf|data-binding|observablecollection,INotifyPropertyChanged not working on ObservableCollection property,3168
614ca7916378ff93c07f3774,675091,2,0,2009-03-05T17:23:19.520Z,NaN,615742,2009-03-23T20:28:52.790Z,NaN,5559,1,0,wpf|navigation,WPF - Accessing the BackStack property of Frame from inside the frame,2435
614ca7916378ff93c07f3775,674243,2,0,2009-03-23T16:55:17.063Z,3,674219,2011-09-27T15:24:34.360Z,NaN,5559,1,3,wpf|focusvisualstyle,WPF - FocusVisualStyle where do i apply it?,8228
614ca7916378ff93c07f3776,1173017,2,1,2009-07-23T16:35:26.743Z,NaN,1172977,2009-07-23T16:42:35.450Z,NaN,5559,1,3,c#|performance|generics|generic-list,.Net - When is List<T>.ForEach prefered over a standard foreach loop?,844
614ca7916378ff93c07f3777,1265304,2,0,2009-08-12T09:51:05.807Z,NaN,1265252,2009-08-12T10:05:17.463Z,NaN,5559,1,3,c#|linq|design-patterns|encapsulation|predicate,Patterns/Practices for encapsulating predicates,915
614ca7916378ff93c07f3778,630271,2,0,2009-03-10T13:44:39.020Z,NaN,630239,2011-09-27T23:51:54.177Z,NaN,5559,1,5,wpf|eventtrigger,"WPF EventTriggers - Cannot convert string 'MouseEnter' in attribute 'RoutedEvent' to object of type 'System.Windows.RoutedEvent'",11182
614ca7916378ff93c07f3779,577283,2,0,2009-02-23T11:07:38.040Z,NaN,577254,2011-09-27T16:55:30.300Z,7862,5559,1,6,wpf|layout|alignment,Absolutely centered content inside a WPF layout panel,20981
614ca7916378ff93c07f377a,665798,2,0,2009-03-20T11:15:09.277Z,10,665719,2015-03-11T12:34:46.537Z,1023783,5559,1,13,wpf|animation|listbox|scrollviewer|horizontaloffset,WPF - Animate ListBox.ScrollViewer.HorizontalOffset?,19725
614ca7916378ff93c07f377b,751857,2,0,2009-04-15T13:35:15.030Z,2,751719,2017-11-13T21:12:40.810Z,3773011,5559,1,13,sql|sql-server|parameters,SQL Server - Invalid characters in parameter names,27077
614ca7916378ff93c07f377c,661668,2,1,2009-03-19T09:58:07.810Z,7,661620,2020-10-20T23:13:42.483Z,NaN,5559,1,17,wpf|user-controls|itemscontrol|custom-controls,WPF - UserControl default Content attribute,8980
614ca7916378ff93c07f377d,685401,3,0,2009-03-26T11:34:38.743Z,1,685385,2011-09-27T16:35:00.333Z,NaN,5559,1,0,wpf|command,WPF - Which built in controls implement ICommandSource?,744
614ca7916378ff93c07f377e,709493,3,0,2009-04-02T11:43:22.443Z,NaN,709368,2012-03-04T14:56:16.543Z,193320,5559,1,1,wpf|3d|viewport3d|modelvisual3d,"WPF 3D - Detirmine whether a ModelVisual3D is being clipped inside it's Viewport3D",2306
614ca7916378ff93c07f377f,848454,3,7,2009-05-11T14:09:18.847Z,NaN,848288,2009-05-12T10:33:49.480Z,5559,5559,1,1,sql|ado|rounding|mdac,"SQL through classic ADO - Undefined Function 'Round'?",3958
614ca7916378ff93c07f3780,921726,3,0,2009-05-28T14:56:33.083Z,NaN,921281,2009-05-29T04:43:45.663Z,685,5559,1,3,sql|ms-access|dao,Awkward DAO string manipulation issue,341
614ca7916378ff93c07f3781,642585,3,0,2009-03-13T12:50:27.287Z,0,642531,2009-10-09T13:41:03.423Z,NaN,5559,1,4,wpf|pagefunction,WPF - PageFunctions. Why are they needed?,3434
614ca7916378ff93c07f3782,658532,4,1,2009-03-18T14:13:12.697Z,3,658410,2009-03-18T14:36:27.713Z,NaN,5559,1,3,wpf|itemscontrol|coda-slider|custom-controls,WPF - Creating a custom ItemsControl,9114
614ca7916378ff93c07f3783,667097,5,0,2009-03-20T16:01:09.730Z,NaN,666784,2011-09-27T16:55:39.987Z,NaN,5559,1,1,wpf|mvvm|triggers|viewmodel,WPF - Best way of responding to changes in a ViewModel at Page/Window level,2263
614ca7916378ff93c07f3784,661886,5,0,2009-03-19T11:23:43.050Z,1,661831,2011-05-29T17:05:39.427Z,NaN,5559,1,4,wpf|user-controls|datatemplate|itemtemplate|itemspanel,WPF - ItemTemplate not acting as expected,2804
614ca7916378ff93c07f3785,852928,6,0,2009-05-12T13:17:01.367Z,NaN,852724,2009-05-12T14:04:37.430Z,NaN,5559,1,5,pseudocode,Writing pseudocode - Best practices?,9798
614ca7916378ff93c07f3786,58876429,7,1,2009-07-29T11:35:51.200Z,5,1199611,2019-11-15T11:48:18.360Z,5559,5559,1,23,.net|unit-testing|tdd|nunit,NUnit Categories in combination?,19136
614ca7916378ff93c07f3787,491684,7,0,2009-01-29T13:50:42.947Z,3,491647,2015-08-13T10:34:10.120Z,4761806,5559,1,37,wpf|stackpanel,How can a WPF StackPanel fill vertically from bottom to top?,33948
614ca7916378ff93c07f3788,702610,8,0,2009-03-31T16:09:53.723Z,4,701792,2014-05-02T01:34:16.560Z,NaN,5559,1,4,.net|workflow,Should I bother learning Windows Workflow?,1147
614ca7916378ff93c07f3789,59277526,8,0,2009-05-22T13:53:26.173Z,4,897956,2020-12-02T03:24:16.093Z,1869,5559,1,28,visual-studio|recovery|file-recovery,Recovering file from the Visual Studio document cache?,76251
614ca7916378ff93c07f378a,639309,10,3,2009-03-12T14:26:31.197Z,5,638845,2020-05-17T07:36:10.407Z,45382,5559,1,31,wpf|image|resources|imagesource|buildaction,"WPF - Image 'is not part of the project or its Build Action is not set to Resource'",48922
614ca7916378ff93c07f378b,837458,18,0,2009-03-23T14:16:30.267Z,12,673536,2021-08-11T19:57:38.250Z,238902,5559,1,39,wpf|focus|user-controls|focusmanager,"Can't set focus to a child of UserControl",49178
614ca7916378ff93c07f378c,274737,1,2,2008-11-08T12:52:41.333Z,NaN,274685,2010-05-18T02:51:02.430Z,164901,5772,1,1,c#|dependency-injection|ioc-container,How to inject a changing dependency,263
614ca7916378ff93c07f378d,1190630,2,0,2009-07-27T20:43:21.257Z,1,1190498,2020-09-03T10:26:50.190Z,24243,5772,1,3,sql-server|database|statistics,Does column order matter when creating statistics for Microsoft SQL Server?,599
614ca7916378ff93c07f378e,56286,3,0,2008-09-11T10:49:46.677Z,6,56249,2013-12-16T20:47:23.630Z,2134,5772,1,18,wcf|configuration|configuration-files,WCF service configuration file question regarding <baseAddresses>,26857
614ca7916378ff93c07f378f,946131,1,1,2009-06-03T17:15:19.507Z,NaN,945954,2009-06-03T17:44:11.647Z,NaN,5831,1,1,sql|reporting-services|formatting|reporting,ssrs multi column table data gets spanned accross columns and/or pages incorrectly,678
614ca7916378ff93c07f3790,1272428,2,0,2009-08-12T14:12:51.010Z,NaN,1266427,2010-10-22T04:16:42.723Z,135152,5831,1,0,sql|sql-server|sql-server-2005|reporting-services|reporting,sql join history table to active table SSRS report,584
614ca7916378ff93c07f3791,NaN,2,0,2008-11-11T14:36:15.973Z,1,281037,2009-11-26T07:30:32.067Z,NaN,5831,1,2,c++|unit-testing|parasoft,parasoft C++ unit test question,2001
614ca7916378ff93c07f3792,133790,3,0,2008-09-25T14:26:56.420Z,NaN,133680,2012-02-28T17:30:13.657Z,387076,5831,1,0,windows|unix|ssh|xterm,spawn a new xterm window,2611
614ca7916378ff93c07f3793,NaN,3,0,2008-09-30T17:22:48.940Z,NaN,154078,2008-10-01T14:58:38.903Z,NaN,5831,1,1,windows|eclipse|encoding,Why do my files need dos2unix? only in eclipse though,3056
614ca7916378ff93c07f3794,129831,3,0,2008-09-24T20:39:40.153Z,NaN,129826,2013-02-11T15:27:08.813Z,490188,5831,1,4,keyboard|solaris|telnet|xterm,telneting backspace key is wrong,6653
614ca7916378ff93c07f3795,NaN,4,1,2008-09-29T21:13:03.530Z,NaN,150698,2008-12-30T11:29:24.900Z,1450,5831,1,0,version-control|ide|ftp|solaris|sun,Sun Solaris IDE/Source Control Choices,444
614ca7916378ff93c07f3796,710485,4,2,2009-04-02T15:14:13.030Z,NaN,710148,2009-04-02T16:25:19.030Z,NaN,5831,1,0,sql-server|ssis|bulkinsert|truncation,Truncation error SQL server 2005 Delete/Insert,4192
614ca7916378ff93c07f3797,281185,28,0,2008-11-11T15:22:23.463Z,6,281177,2018-10-05T17:22:59.737Z,NaN,5831,1,34,comments,Commenting code that is removed,2412
614ca7916378ff93c07f3798,NaN,1,0,2010-05-26T12:08:34.353Z,NaN,2912755,2010-12-12T11:34:51.743Z,NaN,5831,1,0,sql-server-2005|sql-server-2008|reporting-services|transactions,transaction log shipping sql server 2005 to 2008,593
614ca7916378ff93c07f3799,2690611,2,1,2010-04-22T12:09:29.837Z,NaN,2690588,2010-04-22T12:13:43.710Z,5831,5831,1,3,c#|xml,XML structure question,219
614ca7916378ff93c07f379a,2492510,3,0,2010-03-22T13:22:13.640Z,NaN,2492484,2010-03-22T13:43:57.843Z,6399,5831,1,1,sql-server-2005|reporting-services|group-by,SQL server query not showing daily date result,543
614ca7916378ff93c07f379b,NaN,1,0,2009-09-28T16:52:45.423Z,NaN,1488134,2015-05-13T23:51:06.263Z,964243,5831,1,0,pdf|reporting-services|fonts,SSRS export to PDF formatting different deployed versus VS export,1735
614ca7916378ff93c07f379c,1577979,2,0,2009-10-16T12:56:28.687Z,0,1577904,2014-08-10T17:18:09.420Z,2246344,5831,1,0,sql|sql-server-2005,Delete all table data in a set [DB].[audit].[tables],1444
614ca7916378ff93c07f379d,1860383,2,1,2009-12-07T14:26:35.550Z,NaN,1860292,2009-12-07T14:41:06.853Z,NaN,5831,1,0,sql|optimization|reporting-services,SQL speed SSRS optional fields,356
614ca7916378ff93c07f379e,2247614,2,0,2010-02-11T20:13:42.397Z,NaN,2247397,2010-02-12T02:13:23.530Z,NaN,5831,1,1,sql|sql-server-2005,sql query sub select on itself confusion,320
614ca7916378ff93c07f379f,1446209,3,1,2009-09-18T16:34:27.427Z,NaN,1445637,2011-05-25T04:10:40.973Z,NaN,5831,1,0,sql-server|reporting-services|group-by|pivot,ssrs combining rows into result set,1148
614ca7916378ff93c07f37a0,1041417,5,1,2009-06-24T22:28:30.327Z,3,1041342,2009-06-25T07:16:57.323Z,6714,6714,1,9,c++|inheritance|fluent-interface,Fluent interfaces and inheritance in C++,2275
614ca7916378ff93c07f37a1,15025856,2,1,2013-02-22T13:45:30.380Z,2,15025644,2014-07-14T19:29:17.093Z,NaN,6714,1,2,python|qt|pyside|qthread|qtimer,How to use QTimer inside QThread which uses QWaitCondition? (pyside),9362
614ca7916378ff93c07f37a2,10216423,1,2,2012-04-18T10:59:19.123Z,NaN,10207977,2012-04-18T19:20:55.867Z,6714,6714,1,5,osgi|war|apache-felix|pax|pax-runner,Deploy war files in Apache Felix?,4028
614ca7916378ff93c07f37a3,644778,3,0,2009-03-13T20:54:36.080Z,NaN,644608,2009-03-17T17:28:19.327Z,NaN,7732,1,0,sql|vb6,Include sql scripts in a VB6 application,1897
